state,district,latitude,longitude,N,P,K,ph,temperature,humidity,rainfall,data_source,crop
Assam,Jorhat,26.8538,94.2755,99.83,38.22,28.98,6.76,24.25,73.59,2014.04,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9619,75.2791,107.91,62.73,31.22,6.5,27.45,72.94,2153.46,FAO_Consolidated,sugarcane
Assam,Jorhat,26.6179,94.1077,88.55,48.06,34.92,6.11,19.36,82.3,2305.41,Kaggle_Curated,rice
Himachal Pradesh,Shimla,31.1331,77.1186,111.57,30.88,35.47,5.12,12.09,84.03,1685.69,FAO_Consolidated,tea
Maharashtra,Nashik,19.8602,73.838,18.3,16.53,46.86,6.15,21.02,92.1,940.54,FAO_Consolidated,pomegranate
Karnataka,Dakshina Kannada,13.0813,75.2118,135.89,23.87,21.35,4.98,16.03,76.58,2372.83,FAO_Consolidated,tea
Assam,Jorhat,26.766,94.2096,112.25,29.55,35.85,5.36,21.51,88.18,1355.78,Kaggle_Curated,tea
Punjab,Ludhiana,30.8642,75.9397,118.41,22.98,32.27,5.62,21.79,80.52,1386.07,ICAR_State_Portal,tea
Karnataka,Dharwad,15.5747,75.2954,100.56,41.43,44.86,6.42,29.8,78.4,1381.18,SoilGrids_Augmented,rice
Punjab,Ludhiana,30.9221,75.7028,85.35,50.45,48.02,6.2,26.42,79.11,1867.8,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,12.8238,75.1389,109.31,27.86,30.8,5.28,23.73,71.31,1819.04,Kaggle_Curated,tea
Karnataka,Dharwad,15.429,75.2779,145.49,26.26,23.28,4.81,20.64,79.09,1915.94,ICAR_State_Portal,tea
Karnataka,Shimoga,14.1089,75.7511,7.41,13.11,23.56,5.73,29.39,96.24,1659.27,FAO_Consolidated,coconut
Karnataka,Shimoga,14.0447,75.4212,60.47,29.07,40.14,6.83,28.01,83.55,1580.85,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.0953,77.2539,93.97,40.57,35.08,6.86,20.67,82.0,1650.45,FAO_Consolidated,rice
Assam,Jorhat,26.6166,94.2244,104.7,31.67,34.67,4.89,18.6,77.79,1704.48,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,12.8001,74.832,104.98,36.53,34.97,7.04,23.89,76.12,2314.49,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.916,75.1352,107.27,15.06,21.11,4.98,22.63,73.64,1625.3,FAO_Consolidated,tea
Assam,Jorhat,26.7347,94.1755,76.57,44.95,47.04,7.58,18.45,73.84,1928.0,ICAR_State_Portal,jute
Maharashtra,Nashik,19.883,73.9793,113.56,29.91,39.44,4.77,29.75,75.83,1893.42,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0309,77.1533,107.7,25.13,45.76,5.64,19.33,76.09,2200.83,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0235,77.2796,108.06,26.39,39.16,4.98,14.65,90.21,1294.17,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,12.8991,74.8651,79.99,31.95,42.38,6.43,24.67,80.98,2918.74,ICAR_State_Portal,rice
Karnataka,Dharwad,15.5472,75.1263,83.77,43.2,36.8,6.32,23.48,81.9,1375.22,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1144,77.1805,93.01,53.07,52.3,5.86,20.51,82.21,1624.03,SoilGrids_Augmented,jute
Assam,Jorhat,26.6048,94.1563,57.02,44.74,58.91,6.25,20.86,84.01,1807.73,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.0593,77.1752,67.69,45.13,36.51,6.95,21.28,80.31,1019.7,ICAR_State_Portal,jute
Assam,Jorhat,26.6146,94.1723,57.32,45.2,39.37,6.99,23.18,79.83,1521.45,FAO_Consolidated,jute
Assam,Jorhat,26.6865,94.2478,20.97,142.94,195.57,6.19,10.8,92.48,1767.36,FAO_Consolidated,apple
Karnataka,Dakshina Kannada,12.8594,74.9297,105.19,43.58,37.72,6.82,30.22,88.06,2165.07,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8442,79.1047,82.07,18.99,40.04,4.73,22.77,77.56,2035.85,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,13.0541,74.9246,122.28,37.6,32.49,5.45,24.4,90.99,2474.31,SoilGrids_Augmented,tea
Tamil Nadu,Thanjavur,10.7875,79.146,24.6,30.77,26.28,5.24,28.43,44.84,978.77,ICAR_State_Portal,mango
Tamil Nadu,Thanjavur,10.7582,79.0389,77.63,59.04,37.65,6.26,25.43,73.55,1451.43,Kaggle_Curated,jute
Punjab,Ludhiana,30.9206,75.7002,18.66,123.6,203.72,6.7,15.32,95.48,1059.63,ICAR_State_Portal,apple
Punjab,Ludhiana,30.8753,75.7966,76.57,27.34,41.85,7.42,26.27,71.08,1237.21,Kaggle_Curated,jute
Maharashtra,Nashik,20.0443,73.7576,21.39,55.41,97.04,6.95,22.81,23.03,715.53,FAO_Consolidated,chickpea
Maharashtra,Nashik,19.9108,73.8688,86.65,50.66,42.41,7.43,25.38,88.38,1251.56,Kaggle_Curated,jute
Karnataka,Dakshina Kannada,13.1,74.887,60.5,47.99,36.76,6.97,23.62,85.82,2266.99,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.8701,74.8331,126.13,25.83,25.51,4.77,15.35,77.76,2635.9,ICAR_State_Portal,tea
Assam,Jorhat,26.7117,94.1591,85.1,61.55,42.99,6.09,25.25,75.04,1584.28,FAO_Consolidated,jute
Maharashtra,Nashik,19.8876,73.7455,13.01,45.09,21.84,6.1,24.47,52.82,609.41,ICAR_State_Portal,mothbeans
Punjab,Ludhiana,30.9934,75.7222,19.36,26.56,24.12,6.76,33.4,40.34,801.37,FAO_Consolidated,mango
Karnataka,Dakshina Kannada,12.9013,75.0158,74.33,46.18,34.1,6.37,24.76,81.88,2458.6,SoilGrids_Augmented,jute
Assam,Jorhat,26.8872,94.177,138.96,15.9,36.71,4.1,18.65,70.01,2123.2,SoilGrids_Augmented,tea
Karnataka,Dharwad,15.3346,75.029,123.41,26.38,25.46,5.4,23.35,78.83,1646.03,ICAR_State_Portal,tea
Punjab,Ludhiana,30.904,75.8626,15.5,50.95,26.79,7.93,24.42,49.11,489.17,ICAR_State_Portal,mothbeans
Himachal Pradesh,Shimla,31.0649,77.26,93.22,35.59,46.38,6.27,22.0,80.78,1774.62,FAO_Consolidated,rice
Karnataka,Dharwad,15.4126,75.1856,11.24,45.91,25.01,6.72,23.83,51.0,504.34,FAO_Consolidated,mothbeans
Maharashtra,Nashik,19.9215,73.8259,98.97,32.18,39.83,4.84,23.6,76.51,1522.66,FAO_Consolidated,tea
Punjab,Ludhiana,30.8331,75.7717,96.35,56.88,44.2,6.67,28.46,73.24,1379.78,FAO_Consolidated,jute
Karnataka,Dharwad,15.485,75.0104,96.8,46.74,19.4,6.31,26.6,85.86,1179.22,ICAR_State_Portal,rice
Maharashtra,Nashik,19.9373,73.8188,51.4,62.43,82.03,7.2,24.87,38.6,721.71,FAO_Consolidated,chickpea
Maharashtra,Nashik,20.0997,73.9763,64.02,55.37,34.31,6.79,23.78,74.36,1278.73,ICAR_State_Portal,jute
Punjab,Ludhiana,30.871,75.7943,81.65,37.09,42.6,7.52,25.21,74.68,1208.4,ICAR_State_Portal,jute
Assam,Jorhat,26.8308,94.2546,19.05,8.95,21.74,5.77,21.28,97.76,2324.36,FAO_Consolidated,coconut
Assam,Jorhat,26.8603,94.1075,25.72,26.05,36.86,7.1,26.01,91.5,1610.02,ICAR_State_Portal,pomegranate
Punjab,Ludhiana,30.9303,75.9065,131.05,24.61,40.99,4.62,16.59,83.61,1961.76,FAO_Consolidated,tea
Assam,Jorhat,26.8908,94.1685,108.46,19.72,31.27,4.29,25.18,81.81,1907.91,FAO_Consolidated,tea
Punjab,Ludhiana,30.9482,75.7203,107.17,50.88,54.48,6.99,22.22,76.83,1771.54,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.8625,79.1002,77.71,38.21,32.67,7.0,24.82,76.54,1432.72,FAO_Consolidated,jute
Karnataka,Dharwad,15.3025,75.015,105.88,32.45,28.49,5.23,21.26,82.2,1881.7,FAO_Consolidated,tea
Punjab,Ludhiana,30.8352,75.8742,24.34,142.27,187.56,6.57,12.56,90.15,1007.51,ICAR_State_Portal,apple
Karnataka,Dakshina Kannada,12.8476,75.0115,111.35,20.9,39.68,4.79,19.11,87.65,2535.05,SoilGrids_Augmented,tea
Maharashtra,Nashik,19.9591,73.7382,52.95,64.18,85.25,7.45,25.93,32.95,434.42,SoilGrids_Augmented,chickpea
Karnataka,Shimoga,13.8336,75.6765,16.5,49.28,19.86,7.3,25.06,86.24,876.45,FAO_Consolidated,mungbean
Assam,Jorhat,26.771,94.1349,83.95,33.58,43.83,6.66,25.16,77.71,1954.42,SoilGrids_Augmented,jute
Punjab,Ludhiana,30.8186,75.99,95.67,32.88,35.62,4.38,24.81,86.76,1952.19,SoilGrids_Augmented,tea
Karnataka,Shimoga,14.0701,75.4441,94.89,28.61,37.32,5.16,25.09,75.08,2005.95,FAO_Consolidated,tea
Punjab,Ludhiana,30.8484,75.8002,93.92,19.08,43.48,4.71,23.4,81.06,1751.17,SoilGrids_Augmented,tea
Karnataka,Shimoga,13.8403,75.5447,64.15,36.3,28.07,5.41,28.96,75.77,2055.98,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.0648,77.2753,24.6,22.86,29.65,6.21,16.25,90.0,1198.72,ICAR_State_Portal,pomegranate
Maharashtra,Nashik,19.9925,73.7311,138.65,34.31,42.47,5.09,20.03,87.24,1616.4,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.1948,77.217,58.0,46.06,36.95,5.17,25.91,78.78,1016.41,ICAR_State_Portal,rice
Tamil Nadu,Thanjavur,10.8375,79.1567,87.57,33.03,41.95,6.49,23.13,71.04,1335.84,FAO_Consolidated,jute
Assam,Jorhat,26.877,94.1752,19.3,55.49,25.22,7.05,26.33,82.98,1255.24,SoilGrids_Augmented,mungbean
Tamil Nadu,Thanjavur,10.7283,79.0471,114.37,23.51,40.0,5.29,20.87,76.88,1547.87,Kaggle_Curated,tea
Maharashtra,Nashik,20.0926,73.8557,111.86,54.07,46.12,6.09,25.99,83.65,1467.43,SoilGrids_Augmented,rice
Assam,Jorhat,26.7989,94.1743,138.38,14.42,23.57,5.78,16.83,89.49,2068.09,Kaggle_Curated,tea
Karnataka,Shimoga,13.8411,75.7341,41.83,73.08,92.27,6.32,25.52,25.16,917.09,Kaggle_Curated,chickpea
Karnataka,Dharwad,15.3632,75.0798,7.9,122.49,167.28,5.48,13.13,91.76,559.26,SoilGrids_Augmented,apple
Himachal Pradesh,Shimla,31.1569,77.2705,22.35,25.03,27.57,6.41,19.34,60.01,870.37,SoilGrids_Augmented,mango
Karnataka,Dakshina Kannada,12.8385,75.1959,101.82,29.45,31.36,4.73,18.07,83.05,2295.4,FAO_Consolidated,tea
Maharashtra,Nashik,20.0766,73.8883,24.91,22.95,41.88,7.22,22.2,90.53,1062.11,SoilGrids_Augmented,pomegranate
Tamil Nadu,Thanjavur,10.7247,79.1718,121.5,23.36,28.37,5.4,24.44,83.97,2377.23,SoilGrids_Augmented,tea
Maharashtra,Nashik,19.9568,73.846,37.25,59.06,101.45,7.07,21.26,26.91,503.96,SoilGrids_Augmented,chickpea
Karnataka,Dharwad,15.4171,75.2331,56.79,48.45,35.45,7.4,26.95,79.37,1459.46,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,12.9894,75.1737,130.16,21.85,41.21,4.99,20.81,85.24,2688.63,SoilGrids_Augmented,tea
Assam,Jorhat,26.7399,94.1685,98.32,24.82,28.64,5.52,20.21,82.75,2322.87,ICAR_State_Portal,tea
Punjab,Ludhiana,30.873,75.8701,77.73,47.62,42.18,7.41,20.82,65.71,1687.35,SoilGrids_Augmented,jute
Karnataka,Dharwad,15.4276,75.2951,103.96,30.05,25.68,5.0,21.57,74.24,1955.8,FAO_Consolidated,tea
Punjab,Ludhiana,30.9834,75.8649,89.7,17.59,34.7,5.27,22.41,79.86,1482.94,FAO_Consolidated,tea
Punjab,Ludhiana,30.915,75.8851,90.07,34.81,55.25,6.54,28.26,81.1,1407.77,SoilGrids_Augmented,jute
Assam,Jorhat,26.739,94.2488,14.33,143.44,195.0,6.34,14.18,90.27,1772.25,ICAR_State_Portal,apple
Tamil Nadu,Thanjavur,10.7762,79.1301,67.85,62.13,40.66,6.3,26.98,84.85,1452.75,ICAR_State_Portal,jute
Maharashtra,Nashik,19.9565,73.9224,114.15,34.75,34.31,5.07,22.56,85.35,1833.92,SoilGrids_Augmented,tea
Assam,Jorhat,26.8667,94.1021,110.29,19.26,33.76,4.69,21.89,80.61,2198.31,ICAR_State_Portal,tea
Karnataka,Dharwad,15.5081,75.1519,118.36,37.62,35.14,4.61,23.88,78.74,2048.34,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.065,75.02,22.66,47.74,10.71,6.86,28.46,80.05,1459.12,FAO_Consolidated,mungbean
Himachal Pradesh,Shimla,31.0101,77.2816,119.42,24.88,35.46,4.99,17.24,76.17,1483.14,FAO_Consolidated,tea
Karnataka,Dharwad,15.5239,75.1993,37.07,55.0,55.21,6.04,31.3,91.59,1089.9,ICAR_State_Portal,papaya
Maharashtra,Nashik,20.0519,73.8125,60.21,33.3,24.54,5.74,22.43,86.42,1607.65,Kaggle_Curated,rice
Tamil Nadu,Thanjavur,10.8644,79.0698,78.44,52.0,15.56,6.54,30.48,85.95,1498.65,FAO_Consolidated,rice
Maharashtra,Nashik,19.9729,73.7707,77.79,52.62,32.59,5.54,19.99,55.98,781.93,FAO_Consolidated,wheat
Karnataka,Shimoga,14.084,75.5694,65.28,43.23,32.3,6.81,24.93,84.48,1375.36,SoilGrids_Augmented,jute
Karnataka,Dakshina Kannada,12.9604,74.8435,75.09,50.96,40.85,6.96,22.68,77.49,2281.47,Kaggle_Curated,jute
Karnataka,Dharwad,15.4306,75.2728,69.93,54.08,53.97,6.88,21.48,76.04,1224.53,Kaggle_Curated,jute
Punjab,Ludhiana,30.9965,75.7911,111.81,21.74,43.81,5.05,15.75,80.69,1713.53,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.9317,75.2967,76.05,52.88,35.18,5.7,25.55,83.91,2282.1,FAO_Consolidated,rice
Himachal Pradesh,Shimla,31.1941,77.1633,109.22,29.4,30.27,4.92,14.61,89.12,1385.88,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.8436,79.1894,16.52,131.91,212.05,6.06,16.61,88.81,1186.45,FAO_Consolidated,apple
Assam,Jorhat,26.8316,94.2118,64.86,24.02,41.2,6.04,24.48,81.19,2501.18,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,13.0583,75.1107,125.7,28.05,40.63,4.95,22.48,81.17,1911.86,Kaggle_Curated,tea
Punjab,Ludhiana,30.8413,75.9042,60.92,29.55,45.29,5.71,28.26,85.54,1719.86,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.0141,77.1093,51.24,62.37,83.15,7.6,21.76,30.24,708.67,FAO_Consolidated,chickpea
Karnataka,Shimoga,13.8727,75.5571,118.81,21.12,52.08,4.68,18.21,76.73,1925.48,SoilGrids_Augmented,tea
Maharashtra,Nashik,19.8869,73.9236,56.79,34.37,38.96,6.06,30.45,83.66,1795.81,ICAR_State_Portal,rice
Assam,Jorhat,26.8926,94.1763,110.68,22.82,37.9,5.16,19.41,85.02,1751.73,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1621,77.2799,123.44,23.88,27.92,4.58,17.04,85.53,1922.24,FAO_Consolidated,tea
Karnataka,Dharwad,15.5625,75.1914,20.86,59.22,11.14,5.77,27.95,86.77,527.87,ICAR_State_Portal,mungbean
Karnataka,Shimoga,14.1711,75.5535,87.95,39.69,44.66,6.53,21.74,75.94,1707.68,ICAR_State_Portal,jute
Karnataka,Shimoga,13.8598,75.7525,106.96,28.16,25.48,4.21,21.08,72.85,1793.31,ICAR_State_Portal,tea
Maharashtra,Nashik,19.9144,73.9715,73.26,46.28,32.38,6.81,23.15,70.05,1309.0,ICAR_State_Portal,jute
Assam,Jorhat,26.6098,94.1728,88.2,44.67,38.71,6.83,34.1,83.1,2109.99,FAO_Consolidated,rice
Punjab,Ludhiana,30.9073,75.8324,30.66,46.17,34.38,5.12,27.0,61.31,707.11,FAO_Consolidated,groundnut
Karnataka,Shimoga,14.0064,75.5376,14.77,25.93,48.06,7.24,22.61,88.55,1331.04,FAO_Consolidated,pomegranate
Assam,Jorhat,26.8416,94.1283,83.85,50.31,22.9,7.1,22.23,83.75,1748.1,SoilGrids_Augmented,jute
Karnataka,Dakshina Kannada,12.8128,74.8092,17.3,60.96,15.65,6.63,22.44,57.39,1282.34,ICAR_State_Portal,lentil
Karnataka,Dharwad,15.5495,75.2143,132.38,25.92,32.65,4.49,21.68,79.27,1422.25,Kaggle_Curated,tea
Assam,Jorhat,26.8093,94.1219,9.19,52.52,26.6,6.38,28.44,55.77,1030.42,FAO_Consolidated,mothbeans
Maharashtra,Nashik,19.9358,73.7516,123.33,17.69,24.59,4.51,24.44,80.41,2359.12,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.862,79.1952,33.85,63.98,84.22,6.97,16.06,31.2,828.06,Kaggle_Curated,chickpea
Karnataka,Shimoga,13.9006,75.4618,131.22,24.6,33.62,5.79,21.93,70.11,1494.92,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1669,77.2455,29.04,45.03,23.79,7.27,24.45,45.17,507.4,FAO_Consolidated,mothbeans
Maharashtra,Nashik,20.0721,73.8377,101.65,33.46,40.87,4.45,22.07,84.37,1091.13,FAO_Consolidated,tea
Karnataka,Shimoga,13.818,75.5905,98.68,63.35,47.39,7.0,27.18,73.57,1362.58,ICAR_State_Portal,jute
Assam,Jorhat,26.7964,94.1914,28.16,17.42,40.66,6.49,18.66,98.01,1576.24,FAO_Consolidated,pomegranate
Karnataka,Dakshina Kannada,13.0535,74.9816,55.4,29.42,43.25,6.27,25.71,90.32,1852.53,FAO_Consolidated,rice
Karnataka,Dharwad,15.5476,75.0979,80.91,55.1,46.6,6.75,22.99,77.34,1239.36,ICAR_State_Portal,jute
Maharashtra,Nashik,19.9813,73.842,12.81,29.02,36.89,7.08,24.48,77.06,759.54,FAO_Consolidated,pomegranate
Karnataka,Shimoga,14.0322,75.7774,80.16,18.42,27.9,4.74,20.25,78.23,1945.14,ICAR_State_Portal,tea
Karnataka,Dharwad,15.5849,75.018,103.91,47.09,30.5,5.34,28.66,83.49,1851.3,ICAR_State_Portal,rice
Assam,Jorhat,26.7152,94.1575,22.13,24.54,44.57,6.35,20.67,84.64,1606.62,FAO_Consolidated,pomegranate
Punjab,Ludhiana,30.8588,75.7069,85.79,23.94,44.77,3.99,24.34,74.45,955.56,Kaggle_Curated,tea
Punjab,Ludhiana,30.9276,75.8433,76.14,47.57,31.83,7.44,20.7,89.6,1309.45,ICAR_State_Portal,jute
Karnataka,Dharwad,15.3407,75.1798,45.86,39.8,11.11,6.26,26.44,84.52,2003.37,ICAR_State_Portal,rice
Maharashtra,Nashik,19.9823,73.7732,96.05,53.66,33.32,6.0,23.55,85.25,1533.92,ICAR_State_Portal,rice
Maharashtra,Nashik,19.9697,73.7805,65.17,43.66,51.46,7.07,29.23,79.84,1256.78,FAO_Consolidated,jute
Assam,Jorhat,26.604,94.1514,76.51,46.32,38.62,6.32,30.38,80.0,2097.86,ICAR_State_Portal,jute
Karnataka,Shimoga,14.0309,75.6702,62.07,43.05,31.58,5.6,25.78,80.82,2114.65,Kaggle_Curated,rice
Karnataka,Dakshina Kannada,13.0285,74.9315,95.9,38.53,42.85,7.74,28.47,75.1,2144.26,SoilGrids_Augmented,jute
Assam,Jorhat,26.6435,94.1931,126.77,21.45,41.84,4.73,24.9,75.2,2660.83,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.0173,77.2631,18.29,14.26,40.34,6.46,21.06,98.45,1582.45,ICAR_State_Portal,coconut
Himachal Pradesh,Shimla,31.1621,77.1498,98.2,45.9,37.47,7.64,15.32,70.86,1798.49,ICAR_State_Portal,jute
Punjab,Ludhiana,30.9682,75.702,102.6,46.3,22.28,7.38,26.12,68.54,681.03,FAO_Consolidated,cotton
Himachal Pradesh,Shimla,31.01,77.2363,116.64,28.72,29.61,5.29,19.41,77.81,1512.09,FAO_Consolidated,tea
Karnataka,Shimoga,13.9009,75.4994,87.18,33.23,57.55,6.11,24.91,87.02,1819.25,FAO_Consolidated,rice
Maharashtra,Nashik,19.8435,73.9104,87.77,50.87,32.93,6.41,26.6,84.0,1418.61,ICAR_State_Portal,rice
Tamil Nadu,Thanjavur,10.8406,79.1848,100.21,29.45,31.23,5.63,25.12,96.63,1483.38,SoilGrids_Augmented,rice
Karnataka,Shimoga,14.019,75.5979,96.38,36.25,32.51,6.73,17.55,73.13,1804.2,ICAR_State_Portal,jute
Maharashtra,Nashik,20.0902,73.7008,108.32,18.48,32.65,4.77,21.64,78.14,1372.95,FAO_Consolidated,tea
Punjab,Ludhiana,30.9593,75.9105,19.01,58.46,21.13,6.91,24.64,47.96,536.24,ICAR_State_Portal,pigeonpeas
Karnataka,Dakshina Kannada,12.9174,75.2007,53.17,52.03,38.37,7.03,28.69,79.55,2087.54,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.743,79.1774,23.42,44.59,20.6,7.32,31.69,53.8,696.18,FAO_Consolidated,mothbeans
Karnataka,Dharwad,15.3365,75.107,91.99,56.41,42.54,6.39,20.58,56.63,630.37,FAO_Consolidated,wheat
Karnataka,Dakshina Kannada,13.0252,74.9648,99.05,38.13,20.16,5.02,23.64,81.37,2378.39,SoilGrids_Augmented,rice
Maharashtra,Nashik,19.9859,73.7702,14.09,58.56,18.76,6.78,18.68,70.25,473.72,FAO_Consolidated,lentil
Tamil Nadu,Thanjavur,10.8467,79.0096,111.51,24.58,33.17,5.82,30.78,77.92,1363.1,Kaggle_Curated,tea
Maharashtra,Nashik,20.0279,73.8772,88.46,40.79,37.93,6.58,19.91,74.53,1423.92,Kaggle_Curated,jute
Maharashtra,Nashik,20.0155,73.7986,113.07,25.79,44.62,4.68,19.6,80.93,1077.17,ICAR_State_Portal,tea
Maharashtra,Nashik,19.9645,73.9309,16.16,128.11,192.73,5.82,15.43,90.36,1164.31,FAO_Consolidated,apple
Maharashtra,Nashik,19.9075,73.8117,32.86,146.46,210.26,6.04,20.54,85.14,702.94,SoilGrids_Augmented,grapes
Assam,Jorhat,26.8692,94.1003,8.24,17.01,35.0,6.35,21.03,89.15,1371.39,FAO_Consolidated,pomegranate
Assam,Jorhat,26.7311,94.2232,150.47,35.53,39.49,5.66,20.27,75.1,2143.18,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0743,75.211,121.87,12.64,27.41,5.08,25.14,80.49,2757.05,ICAR_State_Portal,tea
Karnataka,Dharwad,15.5429,75.1405,83.05,45.7,33.19,7.46,23.99,76.86,1033.6,FAO_Consolidated,jute
Maharashtra,Nashik,20.0818,73.9491,96.48,58.44,34.59,6.35,24.95,88.34,1483.0,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.1478,77.1594,124.14,30.86,38.31,5.63,16.95,77.41,1193.85,ICAR_State_Portal,tea
Punjab,Ludhiana,30.8677,75.9244,13.79,19.31,32.96,6.57,24.99,88.09,1008.4,ICAR_State_Portal,pomegranate
Karnataka,Dharwad,15.443,75.1334,96.74,62.12,25.56,7.6,24.11,72.59,1404.76,SoilGrids_Augmented,jute
Assam,Jorhat,26.6899,94.1799,88.52,33.61,38.09,4.95,19.67,81.52,1877.0,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,13.0305,75.0449,93.59,22.59,44.72,6.42,21.59,84.27,1314.44,ICAR_State_Portal,watermelon
Assam,Jorhat,26.6857,94.1652,13.98,46.46,19.81,5.8,26.88,85.2,1089.6,SoilGrids_Augmented,mungbean
Tamil Nadu,Thanjavur,10.7057,79.0189,64.66,49.45,33.8,6.31,27.49,78.92,1008.21,Kaggle_Curated,rice
Tamil Nadu,Thanjavur,10.8,79.1309,17.65,13.73,42.89,6.55,29.06,90.92,1138.13,SoilGrids_Augmented,pomegranate
Punjab,Ludhiana,30.8252,75.9759,79.57,61.89,42.99,6.62,28.18,72.31,1483.89,FAO_Consolidated,jute
Punjab,Ludhiana,30.8942,75.9362,64.27,23.4,43.84,6.85,18.8,77.92,1441.96,FAO_Consolidated,jute
Karnataka,Dharwad,15.4956,75.1391,82.56,54.03,52.53,6.35,23.16,78.49,2145.42,ICAR_State_Portal,rice
Maharashtra,Nashik,19.973,73.9109,23.62,147.67,230.42,6.14,15.95,96.03,967.21,FAO_Consolidated,apple
Karnataka,Dakshina Kannada,13.0749,74.9066,120.06,31.93,40.57,4.69,28.27,81.95,2199.6,FAO_Consolidated,tea
Assam,Jorhat,26.6244,94.2743,94.84,34.98,42.3,6.05,24.49,76.85,1325.89,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.7488,79.1553,21.11,18.64,33.68,6.92,16.41,86.61,1279.97,FAO_Consolidated,pomegranate
Maharashtra,Nashik,20.0482,73.7752,103.41,21.27,37.11,5.08,18.18,80.28,1585.93,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.7971,79.1273,121.33,29.72,36.3,4.97,23.58,83.57,1441.76,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0534,75.0777,111.09,31.49,34.24,4.61,22.06,84.6,2348.6,ICAR_State_Portal,tea
Karnataka,Shimoga,14.0644,75.4007,101.55,24.77,39.59,4.72,19.43,81.23,2228.21,ICAR_State_Portal,tea
Karnataka,Dharwad,15.3953,75.2093,29.78,64.64,18.04,5.72,13.99,46.2,971.07,ICAR_State_Portal,pigeonpeas
Punjab,Ludhiana,30.9266,75.7276,106.6,23.64,34.47,4.84,18.15,76.2,1485.43,FAO_Consolidated,tea
Karnataka,Shimoga,14.0462,75.5861,24.65,44.14,25.64,6.92,23.64,84.71,1124.69,SoilGrids_Augmented,mungbean
Maharashtra,Nashik,19.9236,73.9408,84.0,19.19,29.35,5.13,17.56,82.51,2371.27,FAO_Consolidated,tea
Karnataka,Shimoga,14.0394,75.5799,27.73,19.31,28.6,6.55,21.96,97.27,1238.28,FAO_Consolidated,pomegranate
Karnataka,Dharwad,15.3451,75.0911,61.13,45.21,26.48,7.81,27.11,83.65,1565.2,SoilGrids_Augmented,jute
Karnataka,Shimoga,14.0459,75.4485,104.13,24.48,28.25,4.65,23.77,77.62,2241.88,FAO_Consolidated,tea
Karnataka,Dharwad,15.5562,75.0634,20.72,48.88,15.63,8.56,28.89,57.89,556.33,SoilGrids_Augmented,mothbeans
Punjab,Ludhiana,30.9927,75.8526,14.05,131.32,213.07,6.04,23.19,83.0,627.47,FAO_Consolidated,grapes
Karnataka,Dakshina Kannada,12.9202,74.866,40.6,54.24,22.15,7.2,27.58,63.79,1513.69,ICAR_State_Portal,blackgram
Karnataka,Shimoga,14.1904,75.6081,129.18,19.76,27.73,4.59,18.62,82.8,1650.67,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0207,77.2253,15.59,36.68,33.62,7.01,30.74,51.4,1138.01,SoilGrids_Augmented,mango
Karnataka,Shimoga,14.1256,75.5732,80.02,37.97,48.38,7.46,26.12,87.24,1451.8,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.7961,79.1317,101.06,28.09,35.38,4.84,20.76,84.72,1503.3,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,13.0199,74.8285,16.09,45.84,15.85,6.62,29.85,89.63,1470.54,Kaggle_Curated,mungbean
Karnataka,Shimoga,14.1542,75.4986,93.7,33.12,31.07,5.94,24.01,82.57,1977.61,ICAR_State_Portal,rice
