State,District,N,P,K,pH,Temperature,Humidity,Rainfall,Crop,Source
Karnataka,Chitradurga (Hiriyuru),200.0,36.68,228.48,7.16,27.02,70.71,451.69,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),175.0,31.61,174.72,7.32,26.13,69.89,409.98,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,34.0,336.0,6.96,26.99,67.64,502.28,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,30.42,174.72,7.08,23.75,74.52,462.64,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,31.32,228.48,7.19,26.75,67.98,530.5,jowar,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,31.91,268.8,7.21,27.31,71.65,502.36,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,35.19,241.92,7.3,28.02,69.15,491.23,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,37.58,215.04,7.41,27.1,73.97,425.76,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,30.42,322.56,6.98,27.78,70.86,509.57,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,34.0,174.72,6.47,25.0,71.42,457.19,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,30.72,362.88,7.08,27.34,71.52,424.82,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,31.91,161.28,7.16,25.55,72.65,503.08,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,31.32,174.72,7.13,26.07,71.84,432.15,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,35.19,228.48,7.26,27.19,71.68,397.17,jowar,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,31.91,336.0,7.2,28.8,70.35,539.48,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,25.65,255.36,7.18,27.81,67.39,461.45,jowar,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,22.37,282.24,7.37,27.42,68.67,411.73,jowar,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,18.19,255.36,7.41,27.38,73.81,444.57,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,35.79,282.24,7.08,26.62,70.94,454.72,jowar,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,31.61,174.72,6.98,26.8,69.94,533.06,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,33.11,228.48,6.46,27.87,67.86,415.16,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,20.58,336.0,7.07,25.88,66.98,428.77,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,25.65,255.36,7.18,28.05,69.83,526.18,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,22.07,336.0,7.26,26.97,74.29,466.11,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,28.33,268.8,7.19,28.31,70.24,494.57,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,25.95,241.92,7.23,28.46,72.92,464.38,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,21.77,161.28,7.37,25.56,70.11,569.86,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,28.04,215.04,7.4,26.76,73.59,430.83,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,30.12,282.24,7.48,26.46,70.82,496.85,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,31.91,362.88,7.36,25.41,68.35,548.12,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,34.0,336.0,7.2,26.26,71.05,469.25,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,30.42,268.8,6.98,30.09,76.94,453.34,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,32.51,228.48,6.4,28.07,76.81,517.22,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,25.65,282.24,7.01,29.51,73.16,527.17,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,27.44,174.72,7.18,28.31,71.42,451.4,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,26.25,282.24,7.27,26.58,72.65,546.41,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),175.0,22.37,228.48,7.26,26.98,72.69,487.15,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),220.0,20.28,336.0,7.2,28.05,71.69,506.37,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,30.42,255.36,7.13,27.88,73.03,547.51,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,33.7,268.8,7.18,26.76,72.38,517.29,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,32.51,241.92,7.2,25.74,70.92,484.99,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,36.09,282.24,7.16,31.02,68.45,456.79,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,37.88,174.72,6.67,27.24,70.51,598.76,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),270.0,35.79,362.88,6.7,27.04,74.04,451.86,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,39.37,282.24,7.09,27.52,71.71,498.36,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),215.0,25.65,403.2,7.18,27.13,72.64,506.42,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,28.33,174.72,7.27,27.54,71.01,508.41,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,30.12,282.24,7.08,28.82,68.83,574.38,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,33.11,228.48,7.23,27.26,71.13,487.0,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,20.28,161.28,7.3,26.12,68.94,481.01,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,28.04,174.72,7.41,27.22,68.76,550.2,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,25.95,282.24,7.28,26.89,75.18,479.29,proso_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,36.09,255.36,7.13,28.97,70.62,521.79,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,33.11,403.2,7.09,28.69,69.72,493.16,foxtail_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,20.28,161.28,6.98,27.52,76.33,523.68,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,31.32,228.48,6.4,25.99,74.08,515.47,field_bean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,34.0,228.48,7.48,26.05,70.76,468.07,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,33.11,282.24,7.14,27.42,73.0,407.55,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,20.58,174.72,7.2,27.77,71.14,414.7,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,30.42,255.36,7.36,26.99,69.86,407.7,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,32.51,295.68,7.21,26.87,73.13,481.17,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,34.0,174.72,7.08,26.75,70.89,386.19,jowar,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,31.32,255.36,7.14,27.37,72.01,478.28,maize,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,25.95,336.0,7.4,24.78,74.66,490.62,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,28.33,174.72,7.13,26.19,74.35,520.96,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,21.47,282.24,6.98,26.71,70.26,506.18,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,20.28,228.48,7.09,28.73,73.16,522.88,maize,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,23.56,336.0,7.2,26.5,68.64,502.38,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,30.42,174.72,6.48,27.6,73.06,471.41,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),190.0,34.0,228.48,6.97,27.65,72.22,480.55,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,33.11,322.56,7.09,28.83,72.86,449.23,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,21.77,174.72,7.12,28.79,70.97,494.58,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),190.0,33.11,228.48,7.15,27.34,77.64,418.46,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,30.42,201.6,7.2,26.88,69.28,529.77,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),220.0,21.18,309.12,7.37,26.67,74.52,444.82,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),255.0,33.4,268.8,6.97,27.13,68.91,491.46,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),240.0,33.7,188.16,6.94,26.92,73.21,498.5,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),280.0,23.56,255.36,7.05,28.01,73.41,533.83,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,29.23,336.0,7.4,27.86,71.95,414.39,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,30.42,295.68,7.39,28.05,70.41,471.33,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),160.0,36.09,215.04,7.12,28.79,72.2,508.09,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,27.14,268.8,6.97,29.45,72.55,558.55,maize,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,30.42,255.36,7.12,27.54,76.81,483.37,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),215.0,33.4,362.88,7.09,28.61,69.36,460.04,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,31.91,376.32,7.05,27.01,70.24,570.13,maize,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,32.51,309.12,7.13,28.7,72.6,518.71,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,29.53,362.88,7.21,28.57,71.08,542.69,maize,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),160.0,30.42,322.56,7.37,28.51,71.52,434.2,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,31.91,215.04,7.43,27.5,74.8,506.89,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,32.51,255.36,7.01,26.66,63.9,439.5,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,33.11,336.0,6.97,25.87,70.13,430.19,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,31.91,362.88,7.01,27.36,66.92,509.44,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),165.0,21.18,268.8,7.15,29.09,68.45,512.38,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,32.51,188.16,7.01,27.06,78.53,464.76,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),175.0,30.12,349.44,7.21,28.26,73.47,545.15,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),165.0,36.09,389.76,7.37,28.33,74.46,469.5,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,21.18,228.48,7.12,27.09,71.57,473.66,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),175.0,36.09,336.0,7.21,28.85,73.92,483.49,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,33.11,389.76,7.39,24.2,66.85,474.8,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,30.72,188.16,7.01,26.05,74.71,538.65,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),275.0,31.32,255.36,7.52,26.39,69.5,441.25,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,21.18,403.2,7.25,26.5,70.31,453.32,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,30.12,174.72,7.09,27.77,73.21,434.96,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,20.58,255.36,7.13,27.72,72.69,564.11,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,31.91,349.44,6.97,27.83,72.04,471.37,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),220.0,30.42,389.76,6.89,28.06,67.98,452.72,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),165.0,23.26,309.12,7.01,26.35,72.08,472.93,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,36.09,362.88,7.43,26.06,74.49,520.66,pigeonpeas,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,30.12,241.92,7.34,27.84,70.31,512.88,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),150.0,32.51,349.44,7.01,26.71,75.48,460.84,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,21.18,268.8,6.91,25.67,69.36,468.22,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,29.53,188.16,6.89,28.47,71.82,423.87,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,30.12,255.36,7.01,28.93,76.1,490.83,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,27.14,362.88,6.71,29.11,69.89,538.86,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,30.72,336.0,7.09,27.61,74.75,460.57,maize,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),285.0,36.09,241.92,7.15,28.09,77.33,511.7,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,33.11,349.44,7.21,28.91,72.28,460.55,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,33.7,309.12,7.09,26.69,70.32,438.98,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,30.12,241.92,7.13,28.62,69.64,513.57,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),215.0,23.56,215.04,7.51,27.7,75.45,583.6,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),220.0,25.05,161.28,7.15,28.41,75.37,507.82,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),160.0,32.81,255.36,7.43,27.6,75.86,467.62,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,30.12,322.56,7.34,28.83,71.71,470.33,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,36.09,295.68,7.01,27.65,74.71,565.19,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),165.0,30.12,389.76,7.17,25.77,71.66,497.89,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),150.0,32.51,309.12,7.21,29.0,69.33,452.83,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,29.53,403.2,7.12,26.36,74.95,482.39,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,25.05,241.92,7.02,28.78,76.37,494.04,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),215.0,21.18,228.48,7.31,27.3,68.94,504.71,banana,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,30.12,161.28,7.52,28.69,68.89,548.51,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),285.0,31.91,255.36,7.12,28.65,71.91,538.59,banana,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,32.51,336.0,7.09,27.87,74.48,493.33,field_bean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),215.0,30.72,349.44,7.32,27.96,68.63,483.26,brinjal,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,23.56,362.88,7.03,27.86,72.44,501.63,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),150.0,25.95,309.12,7.12,25.18,70.15,459.45,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,21.18,268.8,7.21,27.53,73.76,526.16,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),165.0,36.09,241.92,7.37,26.17,69.57,476.45,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),215.0,30.12,215.04,7.41,27.59,73.96,505.62,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),190.0,23.56,389.76,7.09,26.14,71.36,556.96,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),165.0,21.18,349.44,7.01,26.1,69.18,508.22,field_bean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,25.95,268.8,6.97,29.17,71.98,494.69,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,30.12,255.36,6.73,28.58,66.37,463.27,banana,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),160.0,31.91,161.28,7.01,27.4,70.23,481.72,bittergourd,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,32.51,241.92,7.25,27.6,72.74,437.29,beans,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,21.77,336.0,7.09,27.13,66.84,507.39,banana,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,23.56,268.8,7.23,28.03,64.6,395.36,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),240.0,25.05,349.44,7.13,26.66,65.25,525.67,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,31.91,362.88,7.35,28.49,75.52,515.73,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),190.0,30.12,389.76,7.41,27.12,71.59,489.12,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),155.0,30.72,309.12,6.97,26.94,70.31,462.61,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),255.0,21.18,322.56,7.01,27.42,74.45,484.32,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,23.56,268.8,7.05,26.75,70.67,410.49,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,27.14,241.92,7.43,27.76,72.55,519.6,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,30.12,188.16,7.17,26.81,71.87,478.12,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,36.09,255.36,7.25,27.92,70.48,548.64,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,31.91,349.44,7.01,28.74,72.62,501.46,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),155.0,32.51,268.8,7.23,26.61,73.97,494.72,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),255.0,30.12,228.48,7.13,27.26,71.28,501.84,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),280.0,33.11,174.72,7.09,27.91,70.51,444.03,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,21.18,255.36,6.97,26.92,70.84,466.06,field_bean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,26.54,336.0,7.01,27.91,65.37,490.58,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,27.14,349.44,7.09,28.01,72.59,472.29,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,30.12,389.76,6.93,28.59,68.41,460.79,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,36.09,309.12,7.01,26.73,73.56,473.14,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,31.91,362.88,7.05,26.36,71.55,486.85,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),280.0,30.12,268.8,7.29,27.06,72.09,582.39,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,32.51,241.92,7.13,26.34,73.76,471.33,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),265.0,23.56,161.28,7.17,28.02,69.21,456.55,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,21.18,255.36,7.52,26.12,72.83,478.59,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),190.0,25.05,336.0,6.71,29.97,72.55,548.07,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,28.63,362.88,7.05,28.83,71.28,551.07,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,30.12,268.8,7.21,27.41,69.2,566.86,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,32.51,215.04,7.13,28.35,73.47,487.56,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,36.09,255.36,7.41,25.6,73.77,511.95,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,21.18,336.0,7.17,30.18,72.12,440.9,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),220.0,20.58,309.12,7.25,26.75,68.8,470.16,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,30.12,362.88,7.43,27.27,70.32,438.17,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,32.51,322.56,7.34,25.36,71.63,504.88,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),155.0,31.91,268.8,7.21,27.93,73.73,486.61,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),260.0,25.95,255.36,6.91,26.18,67.37,494.5,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),280.0,31.91,349.44,7.05,27.51,70.22,449.46,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,32.51,362.88,6.97,26.8,70.67,520.73,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),215.0,30.12,376.32,6.89,26.21,71.57,383.9,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),245.0,21.77,309.12,7.17,26.52,68.16,474.41,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),210.0,26.54,268.8,7.35,27.65,71.19,480.52,jowar,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),155.0,29.23,255.36,7.21,25.99,70.93,400.09,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,30.12,174.72,7.49,26.58,68.89,501.13,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),195.0,31.91,147.84,7.12,28.13,71.47,477.72,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),250.0,30.72,255.36,7.09,30.26,70.28,508.57,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),230.0,21.18,336.0,7.1,27.93,73.19,568.99,arecanut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),200.0,30.12,309.12,7.01,26.39,69.32,498.63,banana,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),165.0,31.91,362.88,6.97,27.0,72.05,525.85,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),225.0,30.12,376.32,6.71,27.43,69.54,543.0,groundnut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,27.14,322.56,7.01,27.02,70.12,505.67,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),220.0,21.18,268.8,7.43,28.39,72.63,448.63,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),180.0,26.54,161.28,7.34,27.64,72.46,416.11,field_bean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),185.0,31.91,228.48,7.21,28.4,70.63,500.72,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),160.0,36.09,336.0,7.12,27.05,71.05,468.19,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),205.0,33.11,268.8,7.12,28.86,67.73,538.91,cotton,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hiriyuru),235.0,31.91,241.92,7.02,27.22,75.73,465.04,cotton,Karnataka NFSM Lab Survey
